label,text
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,Great! I shoot big loads so get ready!
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,There is a first time for everything :)
ham,Can you say what happen
ham,I pocked you up there before
ham,Still otside le..u come 2morrow maga..
ham,I'm in class. Will holla later
ham,Thanks for picking up the trash.
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,Did you try making another butt.
ham,Come to my home for one last time i wont do anything. Trust me.
ham,Ok. So april. Cant wait
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
ham,What Today-sunday..sunday is holiday..so no work..
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Lol enjoy role playing much?
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,I'm home.
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
ham,ï¿½ï¿½ say until like dat i dun buy ericsson oso cannot oredi lar...
ham,"If e timing can, then i go w u lor..."
ham,"I think Iï¿½ï¿½ï¿½m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,"Aight yo, dats straight dogg"
ham,Yes princess! I want to catch you with my big strong hands...
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,No da. I am happy that we sit together na
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,Try neva mate!!
ham,"Haha awesome, omw back now then"
ham,That was random saw my old roomate on campus. He graduated
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,I tot u reach liao. He said t-shirt.
ham,Hey what how about your project. Started aha da.
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,Thts wat Wright Brother did to fly..
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,Lol where do u come up with these ideas?
ham,Just sleeping..and surfing
ham,ARR birthday today:) i wish him to get more oscar.
ham,Long beach lor. Expected... U having dinner now?
ham,That's significant but dont worry.
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,Give one miss from that number please
ham,"I am in tirupur da, once you started from office call me."
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,Am going to take bath ill place the key in window:-)
ham,I'm on the bus. Love you
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
ham,U ned to convince him tht its not possible witot hurting his feeling its the main
ham,TaKe CaRE n gET WeLL sOOn
ham,Your dad is back in ph?
ham,Thank you. I like you as well...
ham,Dear how you. Are you ok?
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,"A few people are at the game, I'm at the mall with iouri and kaila"
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
spam,RGENT! This is the 2nd attempt to contact U!U have WON ï¿½1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxï¿½7. 50
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
ham,"Just sent you an email ï¿½ï¿½ï¿½ to an address with incomm in it, is that right?"
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,I've told him that i've returned it. That should i re order it.
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,Thanks. Fills me with complete calm and reassurance! 
ham,Ok
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
ham,That's my honeymoon outfit. :)
ham,Full heat pa:-) i have applyed oil pa.
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
ham,You are right. Meanwhile how's project twins comin up
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,when you and derek done with class?
ham,Dear we are going to our rubber place
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,U come n search tat vid..not finishd..
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,I know a few people I can hit up and fuck to the yes
ham,I know you mood off today
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(ï¿½1.50p. m)
ham,So that takes away some money worries
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
ham,Oh yeah! And my diet just flew out the window
ham,Oh is it! Which brand?
ham,Ok lar... Joking wif u oni...
ham,I sent them. Do you like?
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
ham,I'm wif him now buying tix lar...
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,Prakesh is there know.
ham,ï¿½ï¿½ still got lessons?  ï¿½ï¿½ in sch?
ham,No. She's currently in scotland for that.
ham,What time you think you'll have it? Need to know when I should be near campus
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,That's y u haf 2 keep me busy...
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
ham,Are you there in room.
ham,Thx. All will be well in a few months
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,"Ya, told..she was asking wats matter?"
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
spam,"Think ur smart ? Win ï¿½200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham,I'm in office now da:)where are you?
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
ham,Yeah we do totes. When u wanna?
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
ham,Sorry da. I gone mad so many pending works what to do.
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,No need to say anything to me. I know i am an outsider
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
spam,Marvel Mobile Play the official Ultimate Spider-man game (ï¿½4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Will be out of class in a few hours. Sorry
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham,Great! How is the office today?
ham,Lol wtf random. Btw is that your lunch break
ham,Gudnite....tc...practice going on
ham,Ok then i come n pick u at engin?
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,I will once i get home
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
